"","name","x","y"
"1","72288023152",34.19966,-118.36543
"2","72289793206",35.23815,-120.64406
"3","72495723213",38.50369,-122.81101
"4","72289903179",33.97563,-117.62487
"5","72382523131",34.58333,-117.38333
"6","72290993115",32.56797,-117.11715
"7","74917100479",35.1349,-118.4393
"8","74509023244",37.4058,-122.0481
"9","72590523275",39.12781,-123.20015
"10","72382023182",34.62944,-118.08309
"11","72281023199",32.83241,-115.66377
"12","72396593209",35.66936,-120.62918
"13","72381523161",34.85371,-116.78702
"14","99999993243",37.2381,-120.8825
"15","99799799999",36.8166666,-121.7333333
"16","99847899999",38.042,-121.887
"17","72391093111",34.12407,-119.12281
"18","72492723285",37.69309,-121.8149
"19","72595524259",41.77373,-122.46825
"20","72492023237",37.88997,-121.22637
"21","74718603164",32.6261,-116.4681
"22","72040699999",38.15,-122.55
"23","72286903171",33.95282,-117.43523
"24","72593023233",36.66352,-121.60928
"25","99801399999",32.5745,-117.127
"26","72292800369",33.286,-117.456
"27","72592024257",40.51462,-122.29773
"28","74505823277",36.93936,-121.79001
"29","72483023232",38.50659,-121.49604
"30","72392623136",34.21142,-119.08762
"31","72287493134",34.0236,-118.2911
"32","74718503144",32.83464,-115.57656
"33","72584523225",39.27617,-120.70927
"34","72289093136",34.23333,-118.06667
"35","72595894299",41.48362,-120.5615
"36","74917900392",36.9,-121.417
"37","72290303131",32.81453,-117.13747
"38","72389853119",36.3114,-119.62319
"39","72297023129",33.81177,-118.14718
"40","72389403181",37.63333,-118.85
"41","72584793230",38.89838,-119.99617
"42","72286023119",33.9,-117.25
"43","72016599999",34.263619,-116.854475
"44","72290403178",32.57583,-116.99391
"45","72493723289",37.46667,-122.11667
"46","72380523179",34.76783,-114.61842
"47","72497393203",39.8,-121.85
"48","72061400205",38.909,-121.351
"49","72492623258",37.62544,-120.95492
"50","74948500396",40.554,-124.133
"51","72057600174",38.533,-121.783
"52","72591024216",40.15186,-122.25478
"53","74612093104",35.686254,-117.690911
"54","72595724215",41.314893,-122.317127
"55","72288593197",34.02099,-118.44712
"56","72483993225",38.70069,-121.59479
"57","72295503174",33.80338,-118.33961
"58","72381603159",34.74121,-118.21255
"59","72594524283",40.97844,-124.10479
"60","99402899999",34.008,-118.5
"61","99404499999",38.92,-123.7
"62","99404199999",37.507,-122.2
"63","72495593227",38.2075,-122.28041
"64","72290023188",32.7336,-117.1831
"65","72483793216",39.13333,-121.43333
"66","72286893138",33.82216,-116.50433
"67","72292603154",33.30424,-117.35508
"68","72389523149",36.02944,-119.0625
"69","72289523243",34.66667,-120.46667
"70","72584693201",39.32,-120.13944
"71","72297793184",33.67975,-117.86746
"72","72483323206",38.56667,-121.3
"73","72389693144",36.31667,-119.4
"74","72494023234",37.61962,-122.36562
"75","99801199999",38.2166666,-122.0166666
"76","72392523190",34.4241,-119.84249
"77","74516023202",38.26667,-121.93333
"78","72376293244",34.60694,-120.07556
"79","72483623208",38.66667,-121.4
"80","72295603167",33.92353,-118.33291
"81","72317153144",34.98833,-117.86472
"82","72481523257",37.28597,-120.51788
"83","72292703177",33.12993,-117.27651
"84","74505753130",34.25917,-118.41333
"85","72383023187",34.74361,-118.72528
"86","72482893241",38.37753,-121.95854
"87","72297553141",33.79,-118.05194
"88","72286699999",34.095353,-117.234875
"89","99999953139",36.602,-117.1449
"90","72026723224",38.95472,-121.08194
"91","72480023157",37.37114,-118.35886
"92","74704003102",34.05314,-117.57689
"93","72392793110",34.20012,-119.20417
"94","74611003182",35.28333,-116.63333
"95","72389093193",36.77999,-119.72016
"96","74718823158",33.61876,-114.71451
"97","69015093121",34.294,-116.14722
"98","72381023114",34.9,-117.86667
"99","74504893210",39.4943,-121.62226
"100","72594624286",41.78361,-124.23796
"101","74702023110",36.33333,-119.95
"102","74504693242",36.98505,-120.11068
"103","72093599999",38.257833,-122.605542
"104","72585093228",37.65886,-122.12116
"105","74718703104",33.63166,-116.16412
"106","72483893205",39.10205,-121.56884
"107","72394023273",34.89403,-120.45216
"108","72384023155",35.43424,-119.05524
"109","72061500206",38.033,-120.417
"110","74505653120",33.03801,-116.915979
"111","72288623130",34.21214,-118.49146
"112","72393093214",34.71667,-120.56667
"113","99999953151",33.4392,-117.1904
"114","72295303183",35.06667,-118.15
"115","99999953150",37.7592,-119.8208
"116","72481023203",37.38333,-120.56667
"117","99999904222",40.6507,-122.6068
"118","72491523259",36.59041,-121.84881
"119","72293193107",32.86667,-117.13333
"120","72295023174",33.93816,-118.3866
"121","72293453121",33.21946,-117.34962
"122","99401799999",40.767,-124.217
"123","72495023254",37.99165,-122.05268
"124","72494523293",37.35938,-121.92444
"125","72493893231",37.51667,-122.25
"126","72297603166",33.87154,-117.98561
"127","99999953152",34.4141,-119.8796
